"editorial_status","batch","external_id","category","page_url","video_title","prompt","current_video_description","current_topic","poster_url","video_url","duration_seconds","publication_date","proposed_video_description","editorial_notes"
"accepted","batch-006","11242","AM","https://prawkonaraz.pl/pytanie/11242/czy-w-tej-sytuacji-mozesz-wyprzedzic-rowerzystke-bez-zachowania-metrowego-odstepu-bocznego","Film do pytania 11242: Czy w tej sytuacji możesz wyprzedzić rowerzystkę bez zachowania metrowego odstępu boczn...","Czy w tej sytuacji możesz wyprzedzić rowerzystkę bez zachowania metrowego odstępu bocznego?","Klip wideo dla pytania 11242 dla kategorii AM pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji możesz wyprzedzić rowerzystkę bez zachowania metrowego odstępu bocznego.","ocena, czy w tej sytuacji możesz wyprzedzić rowerzystkę bez zachowania metrowego odstępu bocznego","https://prawkonaraz.pl/storage-bulk/media/questions/am/11242/image/poster.86d9368ef667.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11242/video/full.54f08828266b.mp4","10","2026-04-09T02:26:02+02:00","Ten sam temat rowerzystki pokazany w innym kadrze pozwala ocenić wyprzedzanie przy małym bocznym marginesie. Opis skupia się na metrowym odstępie, szerokości pasa i stabilnym torze motoroweru.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11244","AM","https://prawkonaraz.pl/pytanie/11244/zwroc-uwage-na-znaki-nakazu-czy-na-tej-drodze-poruszanie-sie-rowerzysty-po-jezdni-bedzie-zgodne-z-przepisami","Film do pytania 11244: Zwróć uwagę na znaki nakazu. Czy na tej drodze poruszanie się rowerzysty po jezdni będz...","Zwróć uwagę na znaki nakazu. Czy na tej drodze poruszanie się rowerzysty po jezdni będzie zgodne z przepisami?","Film przy pytaniu 11244 dla kategorii AM prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zwróć uwagę na znaki nakazu. Czy na tej drodze poruszanie się rowerzysty po jezdni będzie zgodne z przepisami.","zwróć uwagę na znaki nakazu. Czy na tej drodze poruszanie się rowerzysty po jezdni będzie zgodne z przepisami","https://prawkonaraz.pl/storage-bulk/media/questions/am/11244/image/poster.e3373e7bb6d9.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11244/video/full.56092ef9f0b3.mp4","5","2026-04-09T02:26:02+02:00","Szeroka droga z widoku motoroweru i znakami nakazu przy jezdni pokazuje relację między ruchem rowerowym a pasem dla pojazdów. Opis skupia się na oznakowaniu, krawędzi drogi i przestrzeni dla rowerzysty.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11246","AM","https://prawkonaraz.pl/pytanie/11246/czy-po-wykonaniu-skretu-w-lewo-na-najblizszym-skrzyzowaniu-bedziesz-poruszal-sie-w-kierunku-miejscowosci-prazmow","Film do pytania 11246: Czy po wykonaniu skrętu w lewo na najbliższym skrzyżowaniu będziesz poruszał się w kier...","Czy po wykonaniu skrętu w lewo na najbliższym skrzyżowaniu będziesz poruszał się w kierunku miejscowości Prażmów?","Materiał wideo do pytania 11246 dla kategorii AM pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy po wykonaniu skrętu w lewo na najbliższym skrzyżowaniu będziesz poruszał się w kierunku miejscowości Prażmów.","ocena, czy po wykonaniu skrętu w lewo na najbliższym skrzyżowaniu będziesz poruszał się w kierunku miejscowości Prażmów","https://prawkonaraz.pl/storage-bulk/media/questions/am/11246/image/poster.c85c180042cd.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11246/video/full.1771cba1c608.mp4","6","2026-04-09T02:26:02+02:00","Droga o zmierzchu z tablicami kierunkowymi i skrzyżowaniem w oddali pokazuje przygotowanie do skrętu w lewo. Materiał koncentruje się na drogowskazach, pasie ruchu i wyborze kierunku na Prażmów.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11247","AM","https://prawkonaraz.pl/pytanie/11247/czy-ten-znak-informuje-ze-wjezdzasz-w-obszar-zabudowany","Film do pytania 11247: Czy ten znak informuje, że wjeżdżasz w obszar zabudowany?","Czy ten znak informuje, że wjeżdżasz w obszar zabudowany?","Klip wideo dla pytania 11247 dla kategorii AM pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy ten znak informuje, że wjeżdżasz w obszar zabudowany.","ocena, czy ten znak informuje, że wjeżdżasz w obszar zabudowany","https://prawkonaraz.pl/storage-bulk/media/questions/am/11247/image/poster.7948b7c45768.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11247/video/full.077cc7f02892.mp4","6","2026-04-09T02:26:02+02:00","Odcinek drogi poza zwartą zabudową z tablicą przy prawej stronie pokazuje rozpoznawanie obszaru zabudowanego. Opis skupia się na znaku, otoczeniu pobocza i zmianie charakteru drogi.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11262","AM","https://prawkonaraz.pl/pytanie/11262/czy-w-tej-sytuacji-masz-obowiazek-zachowac-szczegolna-ostroznosc","Film do pytania 11262: Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?","Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?","Materiał wideo do pytania 11262 dla kategorii AM pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy w tej sytuacji masz obowiązek zachować szczególną ostrożność.","ocena, czy w tej sytuacji masz obowiązek zachować szczególną ostrożność","https://prawkonaraz.pl/storage-bulk/media/questions/am/11262/image/poster.c98855f76389.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11262/video/full.604c4c47a5e6.mp4","8","2026-04-09T02:26:02+02:00","Jezdnia prowadząca przez zalesiony odcinek do przejazdu kolejowego pokazuje sytuację podwyższonej uwagi. Materiał akcentuje znaki, drzewa ograniczające widoczność oraz przestrzeń przed torami.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11264","AM","https://prawkonaraz.pl/pytanie/11264/czy-w-przedstawionej-sytuacji-mozesz-przejechac-przez-przejazd-kolejowy-bez-zatrzymania-sie","Film do pytania 11264: Czy w przedstawionej sytuacji możesz przejechać przez przejazd kolejowy bez zatrzymania...","Czy w przedstawionej sytuacji możesz przejechać przez przejazd kolejowy bez zatrzymania się?","Film przy pytaniu 11264 dla kategorii AM prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w przedstawionej sytuacji możesz przejechać przez przejazd kolejowy bez zatrzymania się.","ocena, czy w przedstawionej sytuacji możesz przejechać przez przejazd kolejowy bez zatrzymania się","https://prawkonaraz.pl/storage-bulk/media/questions/am/11264/image/poster.96258de302c1.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/am/11264/video/full.1e012a46ea2d.mp4","7","2026-04-09T02:26:02+02:00","Ten sam przejazd kolejowy z oznakowaniem i jesiennymi drzewami pozwala przeanalizować dojazd do torów bez skupiania się na samej odpowiedzi. Opis obejmuje znaki, pobocze i pole widzenia kierowcy.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1133","A","https://prawkonaraz.pl/pytanie/1133/czy-w-przedstawionej-sytuacji-w-obszarze-zabudowanym-masz-obowiazek-zmniejszyc-predkosc-aby-umozliwic-kierujacemu-autobusem-wlaczenie-sie-do-ruchu","Film do pytania 1133: Czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość...","Czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość, aby umożliwić kierującemu autobusem włączenie się do ruchu?","Klip wideo dla pytania 1133 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość, aby umożliwić kierującemu auto...","ocena, czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość, aby umożliwić kierującemu auto","https://prawkonaraz.pl/storage-bulk/media/questions/a/1133/image/poster.a50e0be0a3bd.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1133/video/full.f9a88501dbf5.mp4","12","2026-04-09T01:41:41+02:00","Droga pod wiaduktem z autobusem w pobliżu przystanku pokazuje włączanie pojazdu komunikacji miejskiej w obszarze zabudowanym. Opis skupia się na zatoce, pasie ruchu i odległości od autobusu.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1134","A","https://prawkonaraz.pl/pytanie/1134/skrecasz-w-lewo-na-najblizszym-skrzyzowaniu-czy-masz-pierwszenstwo-przed-nadjezdzajacym-pojazdem","Film do pytania 1134: Skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym...","Skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym pojazdem?","Wideo powiązane z pytaniem 1134 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym pojazdem.","skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym pojazdem","https://prawkonaraz.pl/storage-bulk/media/questions/a/1134/image/poster.4b7a5ed6671c.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1134/video/full.1412533369b4.mp4","10","2026-04-09T01:41:41+02:00","Wąska miejska ulica z pojazdami zaparkowanymi przy krawędziach pokazuje skręt w lewo na najbliższym skrzyżowaniu. Materiał koncentruje się na ruchu z przeciwka, widoczności i torze manewru.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1138","D","https://prawkonaraz.pl/pytanie/1138/czy-kierujac-autobusem-komunikacji-miejskiej-na-obszarze-zabudowanym-powinienes-upewnic-sie-ze-wyjazd-z-zatoki-nie-spowoduje-zagrozenia-bezpieczenstwa-ruchu-drogowego","Film do pytania 1138: Czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić...","Czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić się, że wyjazd z zatoki nie spowoduje zagrożenia bezpieczeństwa ruchu drogowego?","Wideo powiązane z pytaniem 1138 dla kategorii D przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić się, że wyjazd z zatoki nie spowoduje z...","ocena, czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić się, że wyjazd z zatoki nie spowoduje z","https://prawkonaraz.pl/storage-bulk/media/questions/d/1138/image/poster.957c106e456a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/d/1138/video/full.4fdd9b7100ff.mp4","11","2026-04-09T01:44:53+02:00","Widok z kabiny autobusu pokazuje wyjazd z zatoki lub przystanku na jezdnię w obszarze zabudowanym. Opis zwraca uwagę na pas ruchu, lusterka, zatokę i pojazdy nadjeżdżające z tyłu.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1139","D","https://prawkonaraz.pl/pytanie/1139/czy-kierujac-autobusem-komunikacji-miejskiej-poza-obszarem-zabudowanym-masz-pierwszenstwo-podczas-wlaczania-sie-do-ruchu-z-przystanku","Film do pytania 1139: Czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństw...","Czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństwo podczas włączania się do ruchu z przystanku?","Wideo powiązane z pytaniem 1139 dla kategorii D przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństwo podczas włączania się do ruchu z przys...","ocena, czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństwo podczas włączania się do ruchu z przys","https://prawkonaraz.pl/storage-bulk/media/questions/d/1139/image/poster.957c106e456a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/d/1139/video/full.4fdd9b7100ff.mp4","11","2026-04-09T01:44:53+02:00","Ten sam kadr z kabiny autobusu pozwala osobno ocenić włączanie się do ruchu poza obszarem zabudowanym. Materiał skupia się na geometrii zatoki, widoczności za autobusem i pasie docelowym.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1142","A","https://prawkonaraz.pl/pytanie/1142/czy-w-tej-sytuacji-jadac-na-wprost-jestes-wlaczajacym-sie-do-ruchu","Film do pytania 1142: Czy w tej sytuacji, jadąc na wprost, jesteś włączającym się do ruchu?","Czy w tej sytuacji, jadąc na wprost, jesteś włączającym się do ruchu?","Klip wideo dla pytania 1142 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy w tej sytuacji, jadąc na wprost, jesteś włączającym się do ruchu.","ocena, czy w tej sytuacji, jadąc na wprost, jesteś włączającym się do ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/a/1142/image/poster.68ce16ae487a.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1142/video/full.1c868b8472da.mp4","10","2026-04-09T01:44:55+02:00","Ulica przy budynku i parkingu pokazuje jazdę na wprost z miejsca, które może przypominać włączanie się do ruchu. Opis skupia się na położeniu pojazdu, krawędzi jezdni i relacji z ruchem głównym.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1143","A","https://prawkonaraz.pl/pytanie/1143/czy-masz-pierwszenstwo-przed-pojazdem-nadjezdzajacym-z-lewej-strony","Film do pytania 1143: Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?","Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?","Materiał wideo do pytania 1143 dla kategorii A pokazuje krótką sytuację drogową z egzaminu teoretycznego i pomaga przeanalizować ją na podstawie obserwacji oraz zasad ruchu. Temat sceny: ocena, czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony.","ocena, czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/1143/image/poster.8b6948b130e8.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1143/video/full.b7a498eb6a81.mp4","10","2026-04-09T01:44:55+02:00","Miejska droga z wysoką zabudową i bocznym wlotem po lewej pokazuje ocenę kolejności przejazdu. Materiał koncentruje się na pojeździe z lewej strony, układzie skrzyżowania i oznakowaniu.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1144","A","https://prawkonaraz.pl/pytanie/1144/czy-w-tej-sytuacji-zachowanie-pieszego-wymaga-abys-uzyl-sygnalu-dzwiekowego","Film do pytania 1144: Czy w tej sytuacji zachowanie pieszego wymaga, abyś użył sygnału dźwiękowego?","Czy w tej sytuacji zachowanie pieszego wymaga, abyś użył sygnału dźwiękowego?","Wideo powiązane z pytaniem 1144 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji zachowanie pieszego wymaga, abyś użył sygnału dźwiękowego.","ocena, czy w tej sytuacji zachowanie pieszego wymaga, abyś użył sygnału dźwiękowego","https://prawkonaraz.pl/storage-bulk/media/questions/a/1144/image/poster.70f494555341.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1144/video/full.f56678e69e69.mp4","10","2026-04-09T01:44:55+02:00","Podobna ulica przy blokach i zieleni pokazuje zachowanie pieszego w otoczeniu jezdni. Opis skupia się na pieszym, poboczu, widoczności przy zabudowie oraz sensie użycia sygnału dźwiękowego.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1145","A","https://prawkonaraz.pl/pytanie/1145/zamierzasz-skrecic-w-lewo-czy-w-tej-sytuacji-masz-pierwszenstwo-przed-pojazdem-nadjezdzajacym-z-prawej-strony","Film do pytania 1145: Zamierzasz skręcić w lewo. Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdż...","Zamierzasz skręcić w lewo. Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?","Nagranie przypisane do pytania 1145 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: zamierzasz skręcić w lewo. Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony.","zamierzasz skręcić w lewo. Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/1145/image/poster.06c2e18c8016.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1145/video/full.ce8531a0c0f9.mp4","10","2026-04-09T01:44:55+02:00","Skrzyżowanie przy wysokim budynku i ekranie pokazuje skręt w lewo wobec pojazdów z prawej strony. Materiał zwraca uwagę na boczny wlot, tor skrętu i obserwację sąsiednich pasów.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1146","A","https://prawkonaraz.pl/pytanie/1146/czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-szynowemu-ktory-wyjezdza-z-petli","Film do pytania 1146: Czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu, który wyjeżdża z pętli?","Czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu, który wyjeżdża z pętli?","Klip wideo dla pytania 1146 dla kategorii A pokazuje sytuację egzaminacyjną na drodze, w której liczy się spokojna obserwacja, rozpoznanie zagrożeń i właściwa decyzja kierowcy. Temat sceny: ocena, czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu, który wyjeżdża z pętli.","ocena, czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu, który wyjeżdża z pętli","https://prawkonaraz.pl/storage-bulk/media/questions/a/1146/image/poster.badc527d206e.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1146/video/full.975e24b4a24b.mp4","11","2026-04-09T01:44:55+02:00","Ulica z przejściem, torowiskiem i pojazdem szynowym wyjeżdżającym z pętli pokazuje sytuację z tramwajem. Opis koncentruje się na torach, przystanku, pieszych i relacji auta z pojazdem szynowym.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1148","A","https://prawkonaraz.pl/pytanie/1148/zamierzasz-jechac-na-wprost-a-kierujacy-tramwajem-planuje-skrecic-w-lewo-czy-masz-przed-nim-pierwszenstwo","Film do pytania 1148: Zamierzasz jechać na wprost, a kierujący tramwajem planuje skręcić w lewo. Czy masz prze...","Zamierzasz jechać na wprost, a kierujący tramwajem planuje skręcić w lewo. Czy masz przed nim pierwszeństwo?","Film przy pytaniu 1148 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz jechać na wprost, a kierujący tramwajem planuje skręcić w lewo. Czy masz przed nim pierwszeństwo.","zamierzasz jechać na wprost, a kierujący tramwajem planuje skręcić w lewo. Czy masz przed nim pierwszeństwo","https://prawkonaraz.pl/storage-bulk/media/questions/a/1148/image/poster.b501d40a09bd.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1148/video/full.36c359892fd8.mp4","10","2026-04-09T01:44:55+02:00","Miejska jezdnia z torami tramwajowymi i żółtym tramwajem pokazuje jazdę na wprost wobec tramwaju planującego skręt. Materiał skupia się na torowisku, sygnalizacji i przecinających się torach ruchu.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11496","A","https://prawkonaraz.pl/pytanie/11496/czy-w-tej-sytuacji-wolno-ci-zatrzymac-sie-na-poboczu-jezeli-potrzebujesz-odpoczynku","Film do pytania 11496: Czy w tej sytuacji wolno Ci zatrzymać się na poboczu jeżeli potrzebujesz odpoczynku?","Czy w tej sytuacji wolno Ci zatrzymać się na poboczu jeżeli potrzebujesz odpoczynku?","Wideo powiązane z pytaniem 11496 dla kategorii A przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji wolno Ci zatrzymać się na poboczu jeżeli potrzebujesz odpoczynku.","ocena, czy w tej sytuacji wolno Ci zatrzymać się na poboczu jeżeli potrzebujesz odpoczynku","https://prawkonaraz.pl/storage-bulk/media/questions/a/11496/image/poster.d2d7cedff70f.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/11496/video/full.e6b226c9f00b.mp4","10","2026-04-09T02:26:57+02:00","Droga poza miastem z poboczem, samochodem przed kamerą i otwartym terenem pokazuje zatrzymanie na odpoczynek. Opis skupia się na szerokości pobocza, linii krawędziowej i widoczności dla innych.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11498","B","https://prawkonaraz.pl/pytanie/11498/czy-w-tej-sytuacji-postepujesz-zgodnie-z-przepisami-kontynuujac-jazde-zajmowanym-pasem-ruchu","Film do pytania 11498: Czy w tej sytuacji postępujesz zgodnie z przepisami, kontynuując jazdę zajmowanym pasem...","Czy w tej sytuacji postępujesz zgodnie z przepisami, kontynuując jazdę zajmowanym pasem ruchu?","Wideo powiązane z pytaniem 11498 dla kategorii B przedstawia realny układ drogowy z pytania egzaminacyjnego, pomagając skupić uwagę na przebiegu sceny i warunkach ruchu. Temat sceny: ocena, czy w tej sytuacji postępujesz zgodnie z przepisami, kontynuując jazdę zajmowanym pasem ruchu.","ocena, czy w tej sytuacji postępujesz zgodnie z przepisami, kontynuując jazdę zajmowanym pasem ruchu","https://prawkonaraz.pl/storage-bulk/media/questions/b/11498/image/poster.48d494de2649.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/b/11498/video/full.537b08d4ca7c.mp4","9","2026-04-09T02:26:57+02:00","Miejska droga z pasem rowerowym i pojazdem przed kamerą pokazuje kontynuowanie jazdy zajmowanym pasem. Materiał koncentruje się na oznakowaniu pasów, wyspie i organizacji ruchu przed skrzyżowaniem.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11499","A","https://prawkonaraz.pl/pytanie/11499/czy-planujac-opuszczenie-tego-skrzyzowania-zmieniles-pas-ruchu-we-wlasciwym-momencie","Film do pytania 11499: Czy planując opuszczenie tego skrzyżowania, zmieniłeś pas ruchu we właściwym momencie?","Czy planując opuszczenie tego skrzyżowania, zmieniłeś pas ruchu we właściwym momencie?","Nagranie przypisane do pytania 11499 dla kategorii A przedstawia scenę z perspektywy kierującego, z naciskiem na ocenę otoczenia, znaków i zachowania uczestników ruchu. Temat sceny: ocena, czy planując opuszczenie tego skrzyżowania, zmieniłeś pas ruchu we właściwym momencie.","ocena, czy planując opuszczenie tego skrzyżowania, zmieniłeś pas ruchu we właściwym momencie","https://prawkonaraz.pl/storage-bulk/media/questions/a/11499/image/poster.12b0b5b2096c.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/11499/video/full.9162d130cb9c.mp4","11","2026-04-09T02:26:57+02:00","Skrzyżowanie z dużym znakiem pierwszeństwa i wyspą pokazuje zmianę pasa przed opuszczeniem skrzyżowania. Opis skupia się na strzałkach, pasach, położeniu pojazdu i momencie wyboru toru.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11504","A","https://prawkonaraz.pl/pytanie/11504/zamierzasz-skrecic-w-lewo-czy-masz-pierwszenstwo-przed-pojazdem-nadjezdzajacym-z-lewej-strony","Film do pytania 11504: Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej...","Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?","Film przy pytaniu 11504 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony.","zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/11504/image/poster.142f78512baa.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/11504/video/full.75ca00d99fad.mp4","10","2026-04-09T02:26:57+02:00","Ulica z zabudową i samochodem przed kamerą pokazuje lewoskręt na skrzyżowaniu oraz pojazd nadjeżdżający z lewej strony. Materiał akcentuje wlot boczny, widoczność i przecinające się tory jazdy.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","11505","A","https://prawkonaraz.pl/pytanie/11505/czy-w-tej-sytuacji-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-prawej-strony","Film do pytania 11505: Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z pra...","Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?","Film przy pytaniu 11505 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: ocena, czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony.","ocena, czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/11505/image/poster.029d3ca49e78.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/11505/video/full.a442799bf4e7.mp4","9","2026-04-09T02:26:57+02:00","Zacieniona ulica z drzewami i bocznym wlotem po prawej pokazuje analizę pierwszeństwa na skrzyżowaniu. Opis skupia się na ruchu z prawej strony, oznakowaniu i polu widzenia kierowcy.","quality accepted by client; ready for implementation planning"
"accepted","batch-007","1153","A","https://prawkonaraz.pl/pytanie/1153/zamierzasz-skrecic-w-lewo-czy-masz-obowiazek-ustapic-pierwszenstwa-pojazdowi-nadjezdzajacemu-z-prawej-strony","Film do pytania 1153: Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżaj...","Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?","Film przy pytaniu 1153 dla kategorii A prezentuje praktyczny kontekst drogowy wykorzystywany w nauce do prawa jazdy i porządkuje to, na co warto zwrócić uwagę w kadrze. Temat sceny: zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony.","zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony","https://prawkonaraz.pl/storage-bulk/media/questions/a/1153/image/poster.492e7f58faaf.jpg","https://prawkonaraz.pl/storage-bulk/media/questions/a/1153/video/full.44f50a12b1fc.mp4","11","2026-04-09T01:44:55+02:00","Droga z zielenią, zaparkowanymi samochodami i skrzyżowaniem w oddali pokazuje przygotowanie do skrętu w lewo. Materiał koncentruje się na prawym wlocie, torze skrętu i obserwacji ruchu bocznego.","quality accepted by client; ready for implementation planning"
